============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  C(45 MeV) ==> Dead space+Tr. ROW 0+Tr.( 190. mm) =========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  171  6 .4316947E+08   1906000E+03 -.4178E+07 -.4827E+07   .9999453 -.0053842 -.0089676
T  172  6 .4311830E+08   1906000E+03  .4256E+07 -.7607E+06   .9999874  .0049087 -.0010092
T  173  6 .4313942E+08   1906000E+03  .1392E+07  .4209E+06   .9999998  .0006200  .0000518
T  174  6 .4313758E+08   1906000E+03  .1314E+07  .5825E+06   .9999976  .0021804 -.0003353
T  175  6 .4315016E+08   1906000E+03  .2886E+07  .5427E+06   .9999962  .0026905  .0005304
T  176  6 .4312967E+08   1906000E+03  .1548E+06  .9996E+05   .9999998 -.0002617  .0005946
T  177  6 .4319622E+08   1906000E+03 -.4574E+06  .9343E+06   .9999999  .0001241  .0003658
T  178  6 .4314959E+08   1906000E+03 -.5935E+06  .9942E+06   .9999999  .0002867 -.0004100
T  179  6 .4327743E+08   1906000E+03  .1574E+06  .3095E+06   .9999998  .0001442 -.0005448
T  180  6 .4314740E+08   1906000E+03  .1101E+07  .1271E+07   .9999984  .0009570  .0015004
T  181  6 .4315873E+08   1906000E+03  .1933E+07  .2391E+07   .9999975  .0015302  .0016156
T  182  6 .4313500E+08   1906000E+03 -.1654E+07  .4709E+06   .9999992 -.0009488 -.0008701
T  183  6 .4317084E+08   1906000E+03 -.1798E+07 -.3464E+06   .9999978 -.0021016 -.0002040
T  184  6 .4318984E+08   1906000E+03 -.2103E+06  .1230E+07   .9999999 -.0001945  .0004644
T  185  6 .4314150E+08   1906000E+03  .2368E+07 -.2321E+07   .9999972  .0016910 -.0016305
T  186  6 .4313920E+08   1906000E+03 -.8572E+06  .6725E+06   .9999948 -.0030405 -.0011017
T  187  6 .4318691E+08   1906000E+03 -.3309E+06  .8021E+05   .9999991 -.0012215 -.0005387
T  188  6 .4312786E+08   1906000E+03  .2358E+06 -.6542E+06   .9999986 -.0011710 -.0011658
T  189  6 .4315103E+08   1906000E+03  .1308E+07 -.4385E+07   .9999944  .0002228 -.0033273
T  190  6 .4306618E+08   1906000E+03  .1394E+07  .3826E+06   .9999999  .0002155 -.0000321
T  191  6 .4311624E+08   1906000E+03 -.6909E+06  .1105E+07   .9999988 -.0004941  .0014884
T  192  6 .4308848E+08   1906000E+03  .2626E+07 -.6987E+06   .9999948  .0032136 -.0001906
T  193  6 .4311496E+08   1906000E+03  .6767E+06 -.5284E+06   .9999984  .0016719 -.0007014
T  194  6 .4316900E+08   1906000E+03 -.4465E+06 -.2363E+07   .9999876  .0016701 -.0046910
T  195  6 .4310878E+08   1906000E+03 -.1590E+07 -.3012E+07   .9999975 -.0003894 -.0022169
T  196  6 .4307972E+08   1906000E+03  .2326E+07  .1681E+07   .9999986  .0014773  .0007887
T  197  6 .4309849E+08   1906000E+03  .3334E+07  .1378E+07   .9999944  .0033211  .0004519
T  198  6 .4312627E+08   1906000E+03  .1106E+07  .5753E+05   .9999999 -.0000296  .0001229
T  199  6 .4310788E+08   1906000E+03  .6508E+06  .1470E+07   .9999982 -.0015224  .0011014
T  200  6 .4308181E+08   1906000E+03  .7730E+06 -.1174E+07   .9999990  .0010708 -.0008951
T  201  6 .4309915E+08   1906000E+03  .6231E+06  .2846E+07   .9999982 -.0002527  .0018577
T  202  6 .4315374E+08   1906000E+03 -.2621E+07 -.2665E+06   .9999937 -.0035375 -.0001087
T  203  6 .4311312E+08   1906000E+03  .5628E+05 -.2712E+07   .9999978 -.0006394 -.0019831
T  204  6 .4318955E+08   1906000E+03 -.2632E+06 -.7743E+06   .9999999 -.0003811 -.0000501
T  205  6 .4316157E+08   1906000E+03  .3271E+05  .2898E+07   .9999960 -.0000731  .0028202
T  206  6 .4320327E+08   1906000E+03  .3841E+06 -.1782E+06   .9999995  .0010261 -.0000692
T  207  6 .4317708E+08   1906000E+03  .2366E+07 -.3756E+06   .9999970  .0024038 -.0004878
T  208  6 .4316870E+08   1906000E+03 -.1236E+07 -.6264E+05   .9999983 -.0016277 -.0008418
T  209  6 .4318176E+08   1906000E+03 -.5829E+06  .4967E+06   .9999994 -.0010302  .0003809
T  210  6 .4315086E+08   1906000E+03  .5941E+06 -.7510E+05   .9999997 -.0007477 -.0002959
T  211  6 .4316025E+08   1906000E+03 -.8569E+06 -.1804E+07   .9999988  .0002728 -.0015274
T  212  6 .4312522E+08   1906000E+03 -.1613E+06  .4309E+06   .9999993 -.0010725  .0004634
T  213  6 .4312928E+08   1906000E+03 -.7467E+06 -.3300E+06   .9999999  .0000269 -.0003786
T  214  6 .4313820E+08   1906000E+03  .3552E+06 -.2437E+06   .9999999  .0000091  .0004042
